#ReleaseY	RecaptureY	Yearclass	Nscan	R	r	Type
2004	2005	1995	806	297	0	1
2004	2005	1996	1156	993	3	1
2004	2005	1997	1099	719	2	1
2004	2005	1998	2311	1409	4	1
2004	2005	1999	5298	2298	2	1
2004	2005	2000	3529	593	3	1
2004	2005	2001	14895	4931	3	1
2004	2005	2002	28230	1819	4	1
2004	2006	1992	317	66	0	1
2004	2006	1993	790	152	1	1
2004	2006	1994	463	372	0	1
2004	2006	1995	451	297	1	1
2004	2006	1996	868	993	0	1
2004	2006	1997	1037	719	0	1
2004	2006	1998	1504	1409	3	1
2004	2006	1999	3305	2298	3	1
2004	2006	2000	4694	593	0	1
2004	2006	2001	11819	4931	3	1
2004	2006	2002	17051	1819	2	1
2004	2007	1993	48	152	0	1
2004	2007	1994	48	372	0	1
2004	2007	1995	90	297	0	1
2004	2007	1996	326	993	1	1
2004	2007	1997	482	719	0	1
2004	2007	1998	646	1409	0	1
2004	2007	1999	1458	2298	3	1
2004	2007	2000	2181	593	3	1
2004	2007	2001	5736	4931	1	1
2004	2007	2002	13643	1819	2	1
2004	2008	1994	266	372	0	1
2004	2008	1995	532	297	0	1
2004	2008	1997	443	719	1	1
2004	2008	1998	3007	1409	0	1
2004	2008	1999	842	2298	0	1
2004	2008	2000	3019	593	2	1
2004	2008	2001	5719	4931	2	1
2004	2008	2002	6071	1819	3	1
2004	2009	1996	31	993	0	1
2004	2009	1997	55	719	0	1
2004	2009	1998	79	1409	0	1
2004	2009	1999	281	2298	0	1
2004	2009	2000	442	593	0	1
2004	2009	2001	1078	4931	0	1
2004	2009	2002	2719	1819	0	1
2004	2010	1996	63	993	0	1
2004	2010	1997	226	719	0	1
2004	2010	1998	603	1409	0	1
2004	2010	1999	872	2298	0	1
2004	2010	2000	1209	593	0	1
2004	2010	2001	2016	4931	1	1
2004	2010	2002	5661	1819	0	1
2006	2007	1993	48	105	0	1
2006	2007	1994	48	399	0	1
2006	2007	1995	90	229	0	1
2006	2007	1996	326	587	1	1
2006	2007	1997	482	837	2	1
2006	2007	1998	646	1293	3	1
2006	2007	1999	1458	2035	2	1
2006	2007	2000	2181	1495	6	1
2006	2007	2001	5736	6799	9	1
2006	2007	2002	13643	6071	4	1
2006	2007	2003	5552	2960	1	1
2006	2007	2004	9603	4502	1	1
2006	2008	1994	266	399	0	1
2006	2008	1995	532	229	0	1
2006	2008	1997	443	837	0	1
2006	2008	1998	3007	1293	2	1
2006	2008	1999	842	2035	2	1
2006	2008	2000	3019	1495	0	1
2006	2008	2001	5719	6799	1	1
2006	2008	2002	6071	6071	5	1
2006	2008	2003	4909	2960	0	1
2006	2008	2004	7592	4502	1	1
2006	2009	1996	31	587	0	1
2006	2009	1997	55	837	0	1
2006	2009	1998	79	1293	0	1
2006	2009	1999	281	2035	0	1
2006	2009	2000	442	1495	0	1
2006	2009	2001	1078	6799	1	1
2006	2009	2002	2719	6071	2	1
2006	2009	2003	1843	2960	1	1
2006	2009	2004	6317	4502	0	1
2006	2010	1996	63	587	0	1
2006	2010	1997	226	837	0	1
2006	2010	1998	603	1293	0	1
2006	2010	1999	872	2035	0	1
2006	2010	2000	1209	1495	0	1
2006	2010	2001	2016	6799	0	1
2006	2010	2002	5661	6071	1	1
2006	2010	2003	7326	2960	1	1
2006	2010	2004	15180	4502	0	1
2007	2008	1994	266	19	0	1
2007	2008	1995	532	213	0	1
2007	2008	1997	443	38	0	1
2007	2008	1998	3007	238	0	1
2007	2008	1999	842	931	1	1
2007	2008	2000	3019	844	1	1
2007	2008	2001	5719	5166	0	1
2007	2008	2002	6071	3015	0	1
2007	2008	2003	4909	2276	0	1
2007	2008	2004	7592	5155	1	1
2007	2008	2005	9476	9550	1	1
2007	2009	1996	31	233	0	1
2007	2009	1997	55	38	0	1
2007	2009	1998	79	238	0	1
2007	2009	1999	281	931	0	1
2007	2009	2000	442	844	0	1
2007	2009	2001	1078	5166	1	1
2007	2009	2002	2719	3015	1	1
2007	2009	2003	1843	2276	2	1
2007	2009	2004	6317	5155	1	1
2007	2009	2005	13245	9550	0	1
2007	2010	1996	63	233	0	1
2007	2010	1997	226	38	0	1
2007	2010	1998	603	238	0	1
2007	2010	1999	872	931	0	1
2007	2010	2000	1209	844	0	1
2007	2010	2001	2016	5166	1	1
2007	2010	2002	5661	3015	0	1
2007	2010	2003	7326	2276	0	1
2007	2010	2004	15180	5155	1	1
2007	2010	2005	20948	9550	2	1
2008	2009	1996	31	155	0	1
2008	2009	1997	55	80	0	1
2008	2009	1998	79	210	0	1
2008	2009	1999	281	429	0	1
2008	2009	2000	442	589	1	1
2008	2009	2001	1078	2470	0	1
2008	2009	2002	2719	3352	0	1
2008	2009	2003	1843	1368	1	1
2008	2009	2004	6317	2325	1	1
2008	2009	2005	13245	2319	0	1
2008	2009	2006	9194	2931	0	1
2008	2010	1996	63	155	0	1
2008	2010	1997	226	80	0	1
2008	2010	1998	603	210	0	1
2008	2010	1999	872	429	0	1
2008	2010	2000	1209	589	0	1
2008	2010	2001	2016	2470	2	1
2008	2010	2002	5661	3352	0	1
2008	2010	2003	7326	1368	0	1
2008	2010	2004	15180	2325	0	1
2008	2010	2005	20948	2319	0	1
2008	2010	2006	12486	2931	0	1
2009	2010	1996	63	40	0	1
2009	2010	1997	226	144	0	1
2009	2010	1998	603	103	0	1
2009	2010	1999	872	248	0	1
2009	2010	2000	1209	327	0	1
2009	2010	2001	2016	808	0	1
2009	2010	2002	5661	1261	0	1
2009	2010	2003	7326	1029	0	1
2009	2010	2004	15180	1775	1	1
2009	2010	2005	20948	2257	1	1
2009	2010	2006	12486	3194	0	1
2009	2010	2007	4429	3061	0	1
